Effect Name,Move Name
consecutive,ice_ball
consecutive,outrage
consecutive,petal_dance
consecutive,rollout
consecutive,thrash
consecutive,uproar
counterattack,bide
counterattack,counter
counterattack,metal_burst
counterattack,mirror_coat
creates_hazard,g_max_steelsurge
creates_hazard,g_max_stonesurge
creates_hazard,spikes
creates_hazard,stealth_rock
creates_hazard,sticky_web
creates_hazard,toxic_spikes
removes_hazard,defog
removes_hazard,g_max_wind_rage
removes_hazard,rapid_spin
changes_form,kings_shield
changes_form,relic_song
changes_form,secret_sword
drains,absorb
drains,bouncy_bubble
drains,drain_punch
drains,draining_kiss
drains,dream_eater
drains,giga_drain
drains,horn_leech
drains,leech_life
drains,leech_seed
drains,mega_drain
drains,oblivion_wing
drains,parabolic_charge
manipualtes_items,bestow
manipualtes_items,bug_bite
manipualtes_items,corrosive_gas
manipualtes_items,covet
manipualtes_items,embargo
manipualtes_items,fling
manipualtes_items,g_max_replenish
manipualtes_items,incinerate
manipualtes_items,knock_off
manipualtes_items,magic_room
manipualtes_items,natural_gift
manipualtes_items,pluck
manipualtes_items,recycle
manipualtes_items,stuff_cheeks
manipualtes_items,switcheroo
manipualtes_items,teatime
manipualtes_items,thief
manipualtes_items,trick
depends_on_weight,autotomize
depends_on_weight,grass_knot
depends_on_weight,heat_crash
depends_on_weight,heavy_slam
depends_on_weight,low_kick
depends_on_weight,sky_drop
pulse,aura_sphere
pulse,dark_pulse
pulse,dragon_pulse
pulse,heal_pulse
pulse,origin_pulse
pulse,terrain_pulse
pulse,water_pulse
ball,acid_spray
ball,aura_sphere
ball,barrage
ball,beak_blast
ball,bullet_seed
ball,egg_bomb
ball,electro_ball
ball,energy_ball
ball,focus_blast
ball,gyro_ball
ball,ice_ball
ball,magnet_bomb
ball,mist_ball
ball,mud_bomb
ball,octazooka
ball,pollen_puff
ball,pyro_ball
ball,rock_blast
ball,rock_wrecker
ball,searing_shot
ball,seed_bomb
ball,shadow_ball
ball,sludge_bomb
ball,weather_ball
ball,zap_cannon
bite,bite
bite,crunch
bite,fire_fang
bite,fishious_rend
bite,hyper_fang
bite,ice_fang
bite,jaw_lock
bite,poison_fang
bite,psychic_fangs
bite,thunder_fang
dance,dragon_dance
dance,feather_dance
dance,fiery_dance
dance,lunar_dance
dance,petal_dance
dance,quiver_dance
dance,revelation_dance
dance,swords_dance
dance,teeter_dance
explosive,explosion
explosive,mind_blown
explosive,misty_explosion
explosive,self_destruct
mouth,absorb
mouth,bite
mouth,blast_burn
mouth,bug_bite
mouth,chatter
mouth,crunch
mouth,dragon_breath
mouth,dream_eater
mouth,fake_tears
mouth,fire_fang
mouth,flatter
mouth,gastro_acid
mouth,grass_whistle
mouth,growl
mouth,howl
mouth,hyper_fang
mouth,hyper_voice
mouth,ice_fang
mouth,leech_life
mouth,lick
mouth,lovely_kiss
mouth,milk_drink
mouth,octazooka
mouth,perish_song
mouth,pluck
mouth,roar
mouth,roar_of_time
mouth,screech
mouth,sing
mouth,sleep_talk
mouth,snore
mouth,spit_up
mouth,stockpile
mouth,super_fang
mouth,supersonic
mouth,swallow
mouth,sweet_kiss
mouth,thunder_fang
mouth,torment
mouth,uproar
mouth,yawn
powder,cotton_spore
powder,magic_powder
powder,poison_powder
powder,powder
powder,rage_powder
powder,sleep_powder
powder,spore
powder,stun_spore
punch,bullet_punch
punch,comet_punch
punch,dizzy_punch
punch,double_iron_bash
punch,drain_punch
punch,dynamic_punch
punch,fire_punch
punch,focus_punch
punch,hammer_arm
punch,ice_hammer
punch,ice_punch
punch,mach_punch
punch,mega_punch
punch,meteor_mash
punch,plasma_fists
punch,power_up_punch
punch,shadow_punch
punch,sky_uppercut
punch,thunder_punch
sound,boomburst
sound,bug_buzz
sound,chatter
sound,clanging_scales
sound,clangorous_soul
sound,clangorous_soulblaze
sound,confide
sound,disarming_voice
sound,echoed_voice
sound,eerie_spell
sound,grass_whistle
sound,growl
sound,heal_bell
sound,howl
sound,hyper_voice
sound,metal_sound
sound,noble_roar
sound,overdrive
sound,parting_shot
sound,perish_song
sound,relic_song
sound,roar
sound,round
sound,screech
sound,sing
sound,snarl
sound,snore
sound,sparkling_aria
sound,supersonic
sound,uproar
activates_gulp_missile,dive
activates_gulp_missile,surf
changes_ability,entrainment
changes_ability,role_play
changes_ability,simple_beam
changes_ability,skill_swap
changes_ability,transform
changes_ability,worry_seed
anti_mini,astonish
anti_mini,body_slam
anti_mini,double_iron_bash
anti_mini,dragon_rush
anti_mini,extrasensory
anti_mini,flying_press
anti_mini,heat_crash
anti_mini,heavy_slam
anti_mini,malicious_moonsault
anti_mini,needle_arm
anti_mini,phantom_force
anti_mini,shadow_force
anti_mini,steamroller
anti_mini,stomp
bypasses_protect,10000000_volt_thunderbolt
bypasses_protect,acid_downpour
bypasses_protect,all_out_pummeling
bypasses_protect,black_hole_eclipse
bypasses_protect,bloom_doom
bypasses_protect,breakneck_blitz
bypasses_protect,catastropika
bypasses_protect,clangorous_soulblaze
bypasses_protect,continental_crush
bypasses_protect,corkscrew_crash
bypasses_protect,devastating_drake
bypasses_protect,feint
bypasses_protect,g_max_befuddle
bypasses_protect,g_max_cannonade
bypasses_protect,g_max_centiferno
bypasses_protect,g_max_chi_strike
bypasses_protect,g_max_cuddle
bypasses_protect,g_max_depletion
bypasses_protect,g_max_drum_solo
bypasses_protect,g_max_finale
bypasses_protect,g_max_fireball
bypasses_protect,g_max_foam_burst
bypasses_protect,g_max_gold_rush
bypasses_protect,g_max_gravitas
bypasses_protect,g_max_hydrosnipe
bypasses_protect,g_max_malodor
bypasses_protect,g_max_meltdown
bypasses_protect,g_max_one_blow
bypasses_protect,g_max_rapid_flow
bypasses_protect,g_max_replenish
bypasses_protect,g_max_resonance
bypasses_protect,g_max_sandblast
bypasses_protect,g_max_smite
bypasses_protect,g_max_snooze
bypasses_protect,g_max_steelsurge
bypasses_protect,g_max_stonesurge
bypasses_protect,g_max_stun_shock
bypasses_protect,g_max_sweetness
bypasses_protect,g_max_tartness
bypasses_protect,g_max_terror
bypasses_protect,g_max_vine_lash
bypasses_protect,g_max_volcalith
bypasses_protect,g_max_volt_crash
bypasses_protect,g_max_wildfire
bypasses_protect,g_max_wind_rage
bypasses_protect,genesis_supernova
bypasses_protect,gigavolt_havoc
bypasses_protect,guardian_of_alola
bypasses_protect,hydro_vortex
bypasses_protect,hyperspace_fury
bypasses_protect,hyperspace_hole
bypasses_protect,inferno_overdrive
bypasses_protect,lets_snuggle_forever
bypasses_protect,light_that_burns_the_sky
bypasses_protect,malicious_moonsault
bypasses_protect,max_airstream
bypasses_protect,max_darkness
bypasses_protect,max_flare
bypasses_protect,max_flutterby
bypasses_protect,max_geyser
bypasses_protect,max_hailstorm
bypasses_protect,max_knuckle
bypasses_protect,max_lightning
bypasses_protect,max_mindstorm
bypasses_protect,max_ooze
bypasses_protect,max_overgrowth
bypasses_protect,max_phantasm
bypasses_protect,max_quake
bypasses_protect,max_rockfall
bypasses_protect,max_starfall
bypasses_protect,max_steelspike
bypasses_protect,max_strike
bypasses_protect,max_wyrmwind
bypasses_protect,menacing_moonraze_maelstrom
bypasses_protect,never_ending_nightmare
bypasses_protect,oceanic_operetta
bypasses_protect,phantom_force
bypasses_protect,pulverizing_pancake
bypasses_protect,savage_spin_out
bypasses_protect,searing_sunraze_smash
bypasses_protect,shadow_force
bypasses_protect,shattered_psyche
bypasses_protect,sinister_arrow_raid
bypasses_protect,soul_stealing_7_star_strike
bypasses_protect,splintered_stormshards
bypasses_protect,stoked_sparksurfer
bypasses_protect,subzero_slammer
bypasses_protect,supersonic_skystrike
bypasses_protect,tectonic_rage
bypasses_protect,twinkle_tackle
calls_other_move,assist
calls_other_move,copycat
calls_other_move,me_first
calls_other_move,metronome
calls_other_move,mirror_move
calls_other_move,nature_power
calls_other_move,sleep_talk
calls_other_move,snatch
heals_nonvolatile,aromatherapy
heals_nonvolatile,g_max_sweetness
heals_nonvolatile,heal_bell
heals_nonvolatile,jungle_healing
heals_nonvolatile,psycho_shift
heals_nonvolatile,purify
heals_nonvolatile,refresh
heals_nonvolatile,rest
heals_nonvolatile,smelling_salts
heals_nonvolatile,sparkling_aria
heals_nonvolatile,sparkly_swirl
heals_nonvolatile,steam_eruption
heals_nonvolatile,uproar
heals_nonvolatile,wake_up_slap
hits_semi_invulnerable,bide
hits_semi_invulnerable,earthquake
hits_semi_invulnerable,fissure
hits_semi_invulnerable,gust
hits_semi_invulnerable,helping_hand
hits_semi_invulnerable,hurricane
hits_semi_invulnerable,magnitude
hits_semi_invulnerable,sky_uppercut
hits_semi_invulnerable,smack_down
hits_semi_invulnerable,surf
hits_semi_invulnerable,swift
hits_semi_invulnerable,thousand_arrows
hits_semi_invulnerable,thunder
hits_semi_invulnerable,toxic
hits_semi_invulnerable,transform
hits_semi_invulnerable,twister
hits_semi_invulnerable,whirlpool
hits_semi_invulnerable,whirlwind
cannot_miss,10000000_volt_thunderbolt
cannot_miss,acid_downpour
cannot_miss,aerial_ace
cannot_miss,after_you
cannot_miss,all_out_pummeling
cannot_miss,aura_sphere
cannot_miss,baddy_bad
cannot_miss,bestow
cannot_miss,bide
cannot_miss,black_hole_eclipse
cannot_miss,blizzard
cannot_miss,block
cannot_miss,bloom_doom
cannot_miss,body_slam
cannot_miss,bouncy_bubble
cannot_miss,breakneck_blitz
cannot_miss,buzzy_buzz
cannot_miss,catastropika
cannot_miss,clangorous_soulblaze
cannot_miss,clear_smog
cannot_miss,confide
cannot_miss,continental_crush
cannot_miss,conversion_2
cannot_miss,corkscrew_crash
cannot_miss,defog
cannot_miss,devastating_drake
cannot_miss,disarming_voice
cannot_miss,dragon_rush
cannot_miss,electrify
cannot_miss,false_surrender
cannot_miss,feint_attack
cannot_miss,floral_healing
cannot_miss,flying_press
cannot_miss,foresight
cannot_miss,freezy_frost
cannot_miss,g_max_befuddle
cannot_miss,g_max_cannonade
cannot_miss,g_max_centiferno
cannot_miss,g_max_chi_strike
cannot_miss,g_max_cuddle
cannot_miss,g_max_depletion
cannot_miss,g_max_drum_solo
cannot_miss,g_max_finale
cannot_miss,g_max_fireball
cannot_miss,g_max_foam_burst
cannot_miss,g_max_gold_rush
cannot_miss,g_max_gravitas
cannot_miss,g_max_hydrosnipe
cannot_miss,g_max_malodor
cannot_miss,g_max_meltdown
cannot_miss,g_max_one_blow
cannot_miss,g_max_rapid_flow
cannot_miss,g_max_replenish
cannot_miss,g_max_resonance
cannot_miss,g_max_sandblast
cannot_miss,g_max_smite
cannot_miss,g_max_snooze
cannot_miss,g_max_steelsurge
cannot_miss,g_max_stonesurge
cannot_miss,g_max_stun_shock
cannot_miss,g_max_sweetness
cannot_miss,g_max_tartness
cannot_miss,g_max_terror
cannot_miss,g_max_vine_lash
cannot_miss,g_max_volcalith
cannot_miss,g_max_volt_crash
cannot_miss,g_max_wildfire
cannot_miss,g_max_wind_rage
cannot_miss,gigavolt_havoc
cannot_miss,glitzy_glow
cannot_miss,guard_split
cannot_miss,guard_swap
cannot_miss,guardian_of_alola
cannot_miss,heal_pulse
cannot_miss,heart_swap
cannot_miss,heat_crash
cannot_miss,hurricane
cannot_miss,hydro_vortex
cannot_miss,hyperspace_fury
cannot_miss,hyperspace_hole
cannot_miss,inferno_overdrive
cannot_miss,lets_snuggle_forever
cannot_miss,life_dew
cannot_miss,light_that_burns_the_sky
cannot_miss,lock_on
cannot_miss,magical_leaf
cannot_miss,magnet_bomb
cannot_miss,malicious_moonsault
cannot_miss,max_airstream
cannot_miss,max_darkness
cannot_miss,max_flare
cannot_miss,max_flutterby
cannot_miss,max_geyser
cannot_miss,max_hailstorm
cannot_miss,max_knuckle
cannot_miss,max_lightning
cannot_miss,max_mindstorm
cannot_miss,max_ooze
cannot_miss,max_overgrowth
cannot_miss,max_phantasm
cannot_miss,max_quake
cannot_miss,max_rockfall
cannot_miss,max_starfall
cannot_miss,max_steelspike
cannot_miss,max_strike
cannot_miss,max_wyrmwind
cannot_miss,me_first
cannot_miss,mean_look
cannot_miss,memento
cannot_miss,menacing_moonraze_maelstrom
cannot_miss,mimic
cannot_miss,mind_reader
cannot_miss,miracle_eye
cannot_miss,never_ending_nightmare
cannot_miss,nightmare
cannot_miss,noble_roar
cannot_miss,oceanic_operetta
cannot_miss,odor_sleuth
cannot_miss,pain_split
cannot_miss,phantom_force
cannot_miss,pika_papow
cannot_miss,play_nice
cannot_miss,power_split
cannot_miss,power_swap
cannot_miss,psych_up
cannot_miss,pulverizing_pancake
cannot_miss,pursuit
cannot_miss,reflect_type
cannot_miss,roar
cannot_miss,role_play
cannot_miss,sappy_seed
cannot_miss,savage_spin_out
cannot_miss,searing_sunraze_smash
cannot_miss,shadow_force
cannot_miss,shadow_punch
cannot_miss,shattered_psyche
cannot_miss,shock_wave
cannot_miss,sinister_arrow_raid
cannot_miss,sizzly_slide
cannot_miss,sketch
cannot_miss,skill_swap
cannot_miss,smart_strike
cannot_miss,soul_stealing_7_star_strike
cannot_miss,sparkly_swirl
cannot_miss,speed_swap
cannot_miss,spider_web
cannot_miss,steamroller
cannot_miss,stoked_sparksurfer
cannot_miss,stomp
cannot_miss,struggle
cannot_miss,subzero_slammer
cannot_miss,supersonic_skystrike
cannot_miss,swift
cannot_miss,tectonic_rage
cannot_miss,telekinesis
cannot_miss,thunder
cannot_miss,topsy_turvy
cannot_miss,toxic
cannot_miss,transform
cannot_miss,trump_card
cannot_miss,twinkle_tackle
cannot_miss,veevee_volley
cannot_miss,vital_throw
cannot_miss,whirlwind
cannot_miss,yawn
faints_user,explosion
faints_user,final_gambit
faints_user,healing_wish
faints_user,lunar_dance
faints_user,memento
faints_user,misty_explosion
faints_user,self_destruct
changes_pokemon_type,burn_up
changes_pokemon_type,camouflage
changes_pokemon_type,conversion
changes_pokemon_type,conversion_2
changes_pokemon_type,forests_curse
changes_pokemon_type,magic_powder
changes_pokemon_type,reflect_type
changes_pokemon_type,roost
changes_pokemon_type,soak
changes_pokemon_type,transform
changes_pokemon_type,trick_or_treat
changes_terrain,defog
changes_terrain,electric_terrain
changes_terrain,g_max_wind_rage
changes_terrain,genesis_supernova
changes_terrain,grassy_terrain
changes_terrain,max_lightning
changes_terrain,max_mindstorm
changes_terrain,max_overgrowth
changes_terrain,max_starfall
changes_terrain,misty_terrain
changes_terrain,psychic_terrain
changes_terrain,splintered_stormshards
changes_terrain,steel_roller
changes_move_type,aura_wheel
changes_move_type,hidden_power
changes_move_type,judgment
changes_move_type,multi_attack
changes_move_type,natural_gift
changes_move_type,revelation_dance
changes_move_type,techno_blast
changes_move_type,terrain_pulse
changes_move_type,weather_ball
costs_hp,belly_drum
costs_hp,clangorous_soul
costs_hp,curse
costs_hp,mind_blown
costs_hp,steel_beam
costs_hp,substitute
deals_direct_damage,bide
deals_direct_damage,counter
deals_direct_damage,dragon_rage
deals_direct_damage,endeavor
deals_direct_damage,final_gambit
deals_direct_damage,guardian_of_alola
deals_direct_damage,metal_burst
deals_direct_damage,mirror_coat
deals_direct_damage,natures_madness
deals_direct_damage,night_shade
deals_direct_damage,psywave
deals_direct_damage,seismic_toss
deals_direct_damage,sonic_boom
deals_direct_damage,super_fang
recoil,brave_bird
recoil,double_edge
recoil,flare_blitz
recoil,head_charge
recoil,head_smash
recoil,light_of_ruin
recoil,struggle
recoil,submission
recoil,take_down
recoil,volt_tackle
recoil,wild_charge
recoil,wood_hammer
variable_power,acid_downpour
variable_power,all_out_pummeling
variable_power,beat_up
variable_power,black_hole_eclipse
variable_power,bloom_doom
variable_power,breakneck_blitz
variable_power,continental_crush
variable_power,corkscrew_crash
variable_power,crush_grip
variable_power,devastating_drake
variable_power,dragon_energy
variable_power,electro_ball
variable_power,eruption
variable_power,flail
variable_power,fling
variable_power,frustration
variable_power,g_max_befuddle
variable_power,g_max_cannonade
variable_power,g_max_centiferno
variable_power,g_max_chi_strike
variable_power,g_max_cuddle
variable_power,g_max_depletion
variable_power,g_max_finale
variable_power,g_max_foam_burst
variable_power,g_max_gold_rush
variable_power,g_max_gravitas
variable_power,g_max_malodor
variable_power,g_max_meltdown
variable_power,g_max_one_blow
variable_power,g_max_rapid_flow
variable_power,g_max_replenish
variable_power,g_max_resonance
variable_power,g_max_sandblast
variable_power,g_max_smite
variable_power,g_max_snooze
variable_power,g_max_steelsurge
variable_power,g_max_stonesurge
variable_power,g_max_stun_shock
variable_power,g_max_sweetness
variable_power,g_max_tartness
variable_power,g_max_terror
variable_power,g_max_vine_lash
variable_power,g_max_volcalith
variable_power,g_max_volt_crash
variable_power,g_max_wildfire
variable_power,g_max_wind_rage
variable_power,gigavolt_havoc
variable_power,grass_knot
variable_power,gyro_ball
variable_power,heat_crash
variable_power,heavy_slam
variable_power,hidden_power
variable_power,hydro_vortex
variable_power,inferno_overdrive
variable_power,low_kick
variable_power,magnitude
variable_power,max_airstream
variable_power,max_darkness
variable_power,max_flare
variable_power,max_flutterby
variable_power,max_geyser
variable_power,max_hailstorm
variable_power,max_knuckle
variable_power,max_lightning
variable_power,max_mindstorm
variable_power,max_ooze
variable_power,max_overgrowth
variable_power,max_phantasm
variable_power,max_quake
variable_power,max_rockfall
variable_power,max_starfall
variable_power,max_steelspike
variable_power,max_strike
variable_power,max_wyrmwind
variable_power,natural_gift
variable_power,never_ending_nightmare
variable_power,pika_papow
variable_power,power_trip
variable_power,present
variable_power,punishment
variable_power,return
variable_power,reversal
variable_power,savage_spin_out
variable_power,shattered_psyche
variable_power,spit_up
variable_power,stored_power
variable_power,subzero_slammer
variable_power,supersonic_skystrike
variable_power,tectonic_rage
variable_power,trump_card
variable_power,twinkle_tackle
variable_power,veevee_volley
variable_power,water_spout
variable_power,wring_out
ignores_ability_of_target,g_max_drum_solo
ignores_ability_of_target,g_max_fireball
ignores_ability_of_target,g_max_hydrosnipe
ignores_ability_of_target,light_that_burns_the_sky
ignores_ability_of_target,menacing_moonraze_maelstrom
ignores_ability_of_target,moongeist_beam
ignores_ability_of_target,photon_geyser
ignores_ability_of_target,searing_sunraze_smash
ignores_ability_of_target,sunsteel_strike
powers_up,acrobatics
powers_up,assurance
powers_up,avalanche
powers_up,behemoth_bash
powers_up,behemoth_blade
powers_up,bolt_beak
powers_up,brine
powers_up,dynamax_cannon
powers_up,earthquake
powers_up,echoed_voice
powers_up,facade
powers_up,fire_pledge
powers_up,fishious_rend
powers_up,fury_cutter
powers_up,fusion_bolt
powers_up,fusion_flare
powers_up,grass_pledge
powers_up,grav_apple
powers_up,gust
powers_up,hex
powers_up,ice_ball
powers_up,knock_off
powers_up,lash_out
powers_up,magnitude
powers_up,malicious_moonsault
powers_up,payback
powers_up,pursuit
powers_up,retaliate
powers_up,revenge
powers_up,rising_voltage
powers_up,rollout
powers_up,round
powers_up,smelling_salts
powers_up,stomp
powers_up,stomping_tantrum
powers_up,surf
powers_up,triple_kick
powers_up,twister
powers_up,venoshock
powers_up,wake_up_slap
powers_up,water_pledge
powers_up,weather_ball
powers_up,whirlpool
removes_type_immunity,foresight
removes_type_immunity,g_max_gravitas
removes_type_immunity,gravity
removes_type_immunity,miracle_eye
removes_type_immunity,odor_sleuth
removes_type_immunity,smack_down
removes_type_immunity,thousand_arrows
restores_hp,aqua_ring
restores_hp,floral_healing
restores_hp,g_max_finale
restores_hp,grassy_terrain
restores_hp,heal_pulse
restores_hp,healing_wish
restores_hp,ingrain
restores_hp,jungle_healing
restores_hp,leech_seed
restores_hp,life_dew
restores_hp,lunar_dance
restores_hp,pain_split
restores_hp,pollen_puff
restores_hp,present
restores_hp,wish
restores_hp,heal_order
restores_hp,milk_drink
restores_hp,moonlight
restores_hp,morning_sun
restores_hp,purify
restores_hp,recover
restores_hp,rest
restores_hp,roost
restores_hp,shore_up
restores_hp,slack_off
restores_hp,soft_boiled
restores_hp,strength_sap
restores_hp,synthesis
restores_hp,absorb
restores_hp,bouncy_bubble
restores_hp,drain_punch
restores_hp,draining_kiss
restores_hp,dream_eater
restores_hp,giga_drain
restores_hp,horn_leech
restores_hp,leech_life
restores_hp,leech_seed
restores_hp,mega_drain
restores_hp,oblivion_wing
restores_hp,parabolic_charge
heals_userimmediately,heal_order
heals_userimmediately,milk_drink
heals_userimmediately,moonlight
heals_userimmediately,morning_sun
heals_userimmediately,purify
heals_userimmediately,recover
heals_userimmediately,rest
heals_userimmediately,roost
heals_userimmediately,shore_up
heals_userimmediately,slack_off
heals_userimmediately,soft_boiled
heals_userimmediately,strength_sap
heals_userimmediately,synthesis
switches_out_target,circle_throw
switches_out_target,dragon_tail
switches_out_target,roar
switches_out_target,whirlwind
switches_out_user,baton_pass
switches_out_user,flip_turn
switches_out_user,parting_shot
switches_out_user,teleport
switches_out_user,u_turn
switches_out_user,volt_switch
thaws_user,burn_up
thaws_user,flame_wheel
thaws_user,flare_blitz
thaws_user,fusion_flare
thaws_user,pyro_ball
thaws_user,sacred_fire
thaws_user,scald
thaws_user,scorching_sands
thaws_user,steam_eruption
heals_nonvolatile,burn_up
heals_nonvolatile,flame_wheel
heals_nonvolatile,flare_blitz
heals_nonvolatile,fusion_flare
heals_nonvolatile,pyro_ball
heals_nonvolatile,sacred_fire
heals_nonvolatile,scald
heals_nonvolatile,scorching_sands
heals_nonvolatile,steam_eruption
depends_on_environment,camouflage
depends_on_environment,nature_power
depends_on_environment,secret_power
high_crit_chance,10000000_volt_thunderbolt
high_crit_chance,aeroblast
high_crit_chance,air_cutter
high_crit_chance,attack_order
high_crit_chance,blaze_kick
high_crit_chance,crabhammer
high_crit_chance,cross_chop
high_crit_chance,cross_poison
high_crit_chance,drill_run
high_crit_chance,karate_chop
high_crit_chance,leaf_blade
high_crit_chance,night_slash
high_crit_chance,poison_tail
high_crit_chance,psycho_cut
high_crit_chance,razor_leaf
high_crit_chance,razor_wind
high_crit_chance,shadow_claw
high_crit_chance,sky_attack
high_crit_chance,slash
high_crit_chance,snipe_shot
high_crit_chance,spacial_rend
high_crit_chance,stone_edge
always_crits,frost_breath
always_crits,storm_throw
always_crits,surging_strikes
always_crits,wicked_blow
always_crits,zippy_zap
no_effect,celebrate
no_effect,hold_hands
no_effect,splash
multi_hit,arm_thrust
multi_hit,barrage
multi_hit,beat_up
multi_hit,bone_rush
multi_hit,bonemerang
multi_hit,bullet_seed
multi_hit,comet_punch
multi_hit,double_hit
multi_hit,double_iron_bash
multi_hit,double_kick
multi_hit,double_slap
multi_hit,dragon_darts
multi_hit,dual_chop
multi_hit,dual_wingbeat
multi_hit,fury_attack
multi_hit,fury_swipes
multi_hit,gear_grind
multi_hit,icicle_spear
multi_hit,pin_missile
multi_hit,rock_blast
multi_hit,scale_shot
multi_hit,spike_cannon
multi_hit,surging_strikes
multi_hit,tail_slap
multi_hit,triple_axel
multi_hit,triple_kick
multi_hit,twineedle
multi_hit,water_shuriken
protection,baneful_bunker
protection,crafty_shield
protection,detect
protection,kings_shield
protection,mat_block
protection,max_guard
protection,obstruct
protection,protect
protection,quick_guard
protection,spiky_shield
protection,wide_guard
creates_screen,aurora_veil
creates_screen,baddy_bad
creates_screen,g_max_resonance
creates_screen,glitzy_glow
creates_screen,light_screen
creates_screen,reflect
removes_screen,brick_break
removes_screen,defog
removes_screen,g_max_wind_rage
removes_screen,psychic_fangs
changes_weather,defog
changes_weather,hail
changes_weather,max_flare
changes_weather,max_geyser
changes_weather,max_hailstorm
changes_weather,max_rockfall
changes_weather,rain_dance
changes_weather,sandstorm
changes_weather,sunny_day
special_type_effectiveness,flying_press
special_type_effectiveness,freeze_dry
special_type_effectiveness,thousand_arrows
